entity_type,value,confidence,extraction_method,raw_match,post_id,created_at
email,recovery@protonmail.ch,high,regex,recovery@protonmail.ch,28,2026-05-03 03:56:35
email,lockcrypt_support@tutanota.com,high,regex,lockcrypt_support@tutanota.com,28,2026-05-03 03:56:35
email,decrypt.files@onionmail.org,high,regex,decrypt.files@onionmail.org,28,2026-05-03 03:56:35
domain,lockcrypt-payment.onion,high,regex,lockcrypt-payment[.]onion,28,2026-05-03 03:56:35
domain,update-service-cdn.com,high,regex,update-service-cdn[.]com,28,2026-05-03 03:56:35
domain,secure-file-transfer.net,high,regex,secure-file-transfer[.]net,28,2026-05-03 03:56:35
domain,cloud-backup-restore.org,high,regex,cloud-backup-restore[.]org,28,2026-05-03 03:56:35
domain,microsoft-security-patch.com,high,regex,microsoft-security-patch[.]com,28,2026-05-03 03:56:35
ipv4,185.220.101.34,high,regex,185.220.101.34,28,2026-05-03 03:56:35
ipv4,185.220.101.35,high,regex,185.220.101.35,28,2026-05-03 03:56:35
ipv4,23.106.215.76,high,regex,23.106.215.76,28,2026-05-03 03:56:35
ipv4,91.214.124.20,high,regex,91.214.124.20,28,2026-05-03 03:56:35
ipv4,194.165.16.21,high,regex,194.165.16.21,28,2026-05-03 03:56:35
ipv4,194.165.16.22,high,regex,194.165.16.22,28,2026-05-03 03:56:35
ipv4,194.165.16.23,high,regex,194.165.16.23,28,2026-05-03 03:56:35
bitcoin_address,bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq,high,regex,bc1qar0srrr7xfkvy5l643lydnw9re59gtzzwf5mdq,28,2026-05-03 03:56:35
bitcoin_address,3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,high,regex,3FZbgi29cpjq2GjdwV8eyHuJJnkLtktZc5,28,2026-05-03 03:56:35
monero_address,47BnZFRPcZNoPgNpjqq8SFmrpLdKgHdBz8bXKVSRfFJke5o6yXhjBzQniGH5uN8A7baU7oD8kC6FTRfHCPSTR7Wn5P4jXXj,high,regex,47BnZFRPcZNoPgNpjqq8SFmrpLdKgHdBz8bXKVSRfFJke5o6yXhjBzQniGH5uN8A7baU7oD8kC6FTRfHCPSTR7Wn5P4jXXj,28,2026-05-03 03:56:35
credential_pair,TLP:WHITE,high,regex,TLP:WHITE,28,2026-05-03 03:56:35
pgp_fingerprint,B2C3D4E5F6A7890123456789ABCDEF0123456789,high,regex,B2C3 D4E5 F6A7 8901 2345 6789 ABCD EF01 2345 6789,29,2026-05-03 03:56:35
cve_id,CVE-2024-53677,high,regex,CVE-2024-53677,30,2026-05-03 03:56:35
url,https://nvd.nist.gov/vuln/detail/CVE-2024-53677,high,regex,https://nvd.nist.gov/vuln/detail/CVE-2024-53677,30,2026-05-03 03:56:35
url,https://struts.apache.org/announce,high,regex,https://struts.apache.org/announce,30,2026-05-03 03:56:35
domain,upload.action,high,regex,upload.action,30,2026-05-03 03:56:35
domain,target.com,high,regex,target.com,30,2026-05-03 03:56:35
domain,shell.jsp,high,regex,shell.jsp,30,2026-05-03 03:56:35
ipv6,2001:db8::,high,regex,2001:db8::,30,2026-05-03 03:56:35
ipv4,6.3.0.2,high,regex,6.3.0.2,30,2026-05-03 03:56:35
ipv4,203.0.113.50,high,regex,203.0.113.50,30,2026-05-03 03:56:35
ipv4,198.51.100.75,high,regex,198.51.100.75,30,2026-05-03 03:56:35
ipv4,192.0.2.100,high,regex,192.0.2.100,30,2026-05-03 03:56:35
credential_pair,2001:db8::1,high,regex,2001:db8::1,30,2026-05-03 03:56:35
credential_pair,https://nvd.nist.gov/vuln/detail/CVE,high,regex,https://nvd.nist.gov/vuln/detail/CVE,30,2026-05-03 03:56:35
credential_pair,https://struts.apache.org/announce,high,regex,https://struts.apache.org/announce,30,2026-05-03 03:56:35
bitcoin_address,bc1qWrxeMm8w9WFz4AaBYr8a6CKZwuMJEcTHrxhiGq,high,regex,bc1qWrxeMm8w9WFz4AaBYr8a6CKZwuMJEcTHrxhiGq,31,2026-05-03 03:56:35
sha256,48c476735caed746c3bc658b446b5825392be3b3343dd5c11f70dfd55ee942c8,high,regex,48c476735caed746c3bc658b446b5825392be3b3343dd5c11f70dfd55ee942c8,32,2026-05-03 03:56:35
md5,9a5af146a630be8b895d3f7602888518,high,regex,9a5af146a630be8b895d3f7602888518,32,2026-05-03 03:56:35
email,jimenezcourtney@example.com,high,regex,jimenezcourtney@example.com,32,2026-05-03 03:56:35
ipv4,209.81.118.182,high,regex,209.81.118.182,32,2026-05-03 03:56:35
ipv4,80.240.31.80,high,regex,80.240.31.80,32,2026-05-03 03:56:35
ipv4,221.84.173.205,high,regex,221.84.173.205,32,2026-05-03 03:56:35
sha256,0326048509eeec9c5d66bb016badf799826be20cf1385695acc919542777f7d3,high,regex,0326048509eeec9c5d66bb016badf799826be20cf1385695acc919542777f7d3,33,2026-05-03 03:56:35
sha1,0f49512c4d2a29010ad90b0b44ad5b95178355d6,high,regex,0f49512c4d2a29010ad90b0b44ad5b95178355d6,33,2026-05-03 03:56:35
pgp_fingerprint,0F49512C4D2A29010AD90B0B44AD5B95178355D6,high,regex,0f49512c4d2a29010ad90b0b44ad5b95178355d6,33,2026-05-03 03:56:35
sha1,8529600bc82e2e569d98879705164eda94af9307,high,regex,8529600bc82e2e569d98879705164eda94af9307,34,2026-05-03 03:56:35
cve_id,CVE-2025-59261,high,regex,CVE-2025-59261,34,2026-05-03 03:56:35
pgp_fingerprint,8529600BC82E2E569D98879705164EDA94AF9307,high,regex,8529600bc82e2e569d98879705164eda94af9307,34,2026-05-03 03:56:35
sha256,40a6eef8eeed007415b60638e6e0c4755e84fa72b0eb142650afff177a2cc6bb,high,regex,40a6eef8eeed007415b60638e6e0c4755e84fa72b0eb142650afff177a2cc6bb,35,2026-05-03 03:56:35
sha256,dce77241951b7ffc7eff75469a7895167ef0f0cb82169d3da578d121f6661593,high,regex,dce77241951b7ffc7eff75469a7895167ef0f0cb82169d3da578d121f6661593,36,2026-05-03 03:56:35
sha256,69bcb1273d4e63bc910ab552a4d654ac6c758445bbdab7b23658bb2f012e6131,high,regex,69bcb1273d4e63bc910ab552a4d654ac6c758445bbdab7b23658bb2f012e6131,37,2026-05-03 03:56:35
sha1,d9cd2a4b5793613d8621790c81729deca85083cc,high,regex,d9cd2a4b5793613d8621790c81729deca85083cc,37,2026-05-03 03:56:35
md5,b13cb7732d0092a09042f990ba417fd2,high,regex,b13cb7732d0092a09042f990ba417fd2,37,2026-05-03 03:56:35
domain,donovan-perez.net,high,regex,donovan-perez.net,37,2026-05-03 03:56:35
domain,singleton-king.net,high,regex,singleton-king.net,37,2026-05-03 03:56:35
domain,martinez-turner.net,high,regex,martinez-turner.net,37,2026-05-03 03:56:35
pgp_fingerprint,D9CD2A4B5793613D8621790C81729DECA85083CC,high,regex,d9cd2a4b5793613d8621790c81729deca85083cc,37,2026-05-03 03:56:35
bitcoin_address,1qU5ukiNeT8fFwAjst6K3jUceAzKymEugQ,high,regex,1qU5ukiNeT8fFwAjst6K3jUceAzKymEugQ,38,2026-05-03 03:56:35
credential_pair,email:password,high,regex,email:password,38,2026-05-03 03:56:35
sha256,dfa2b7b80ea91708a494e534571240983552b43195727a106299db94dba8fc72,high,regex,dfa2b7b80ea91708a494e534571240983552b43195727a106299db94dba8fc72,39,2026-05-03 03:56:35
md5,ad969dcb506737f341cce70783eb8c2d,high,regex,ad969dcb506737f341cce70783eb8c2d,39,2026-05-03 03:56:35
email,carriemorales@example.org,high,regex,carriemorales@example.org,39,2026-05-03 03:56:35
ipv4,70.48.7.138,high,regex,70.48.7.138,39,2026-05-03 03:56:35
ipv4,149.179.146.208,high,regex,149.179.146.208,39,2026-05-03 03:56:35
ipv4,199.73.221.105,high,regex,199.73.221.105,39,2026-05-03 03:56:35
email,vfox@example.org,high,regex,vfox@example.org,40,2026-05-03 03:56:35
email,cjoseph@example.org,high,regex,cjoseph@example.org,40,2026-05-03 03:56:35
email,abeasley@example.com,high,regex,abeasley@example.com,40,2026-05-03 03:56:35
credential_pair,vfox@example.org:*7Pv$jYlLx,high,regex,vfox@example.org:*7Pv$jYlLx,40,2026-05-03 03:56:35
credential_pair,cjoseph@example.org:%5YTCz3L,high,regex,cjoseph@example.org:%5YTCz3L,40,2026-05-03 03:56:35
credential_pair,abeasley@example.com:6JNF+x%n,high,regex,abeasley@example.com:6JNF+x%n,40,2026-05-03 03:56:35
sha256,72eb4fdba230524280555824e672750bf5b74ff929e7bbe2846d710a93e4087a,high,regex,72eb4fdba230524280555824e672750bf5b74ff929e7bbe2846d710a93e4087a,42,2026-05-03 03:56:35
sha1,4f14b7d8a4f8257a41d3fa65a59bd742c24f7c05,high,regex,4f14b7d8a4f8257a41d3fa65a59bd742c24f7c05,42,2026-05-03 03:56:35
md5,317f9f3b354a415781ba849cfcf1e71e,high,regex,317f9f3b354a415781ba849cfcf1e71e,42,2026-05-03 03:56:35
domain,bennett.net,high,regex,bennett.net,42,2026-05-03 03:56:35
domain,payne-lowe.com,high,regex,payne-lowe.com,42,2026-05-03 03:56:35
domain,washington.com,high,regex,washington.com,42,2026-05-03 03:56:35
bitcoin_address,317f9f3b354a415781ba849cfcf1e71e,high,regex,317f9f3b354a415781ba849cfcf1e71e,42,2026-05-03 03:56:35
pgp_fingerprint,4F14B7D8A4F8257A41D3FA65A59BD742C24F7C05,high,regex,4f14b7d8a4f8257a41d3fa65a59bd742c24f7c05,42,2026-05-03 03:56:35
sha256,bb395314338bfca9aa6d307041799300c9072f088507d64551c704f7aedf13d2,high,regex,bb395314338bfca9aa6d307041799300c9072f088507d64551c704f7aedf13d2,43,2026-05-03 03:56:35
sha256,f98f443d0db488e2052593c16ebbc2db9e94b910c5d6dd3490c64082830b6798,high,regex,f98f443d0db488e2052593c16ebbc2db9e94b910c5d6dd3490c64082830b6798,44,2026-05-03 03:56:35
sha1,b8383a2b61a57ae22652f755f55c6b993c34f76b,high,regex,b8383a2b61a57ae22652f755f55c6b993c34f76b,44,2026-05-03 03:56:35
md5,3719da8b4591e3731c08f65bd4014ff1,high,regex,3719da8b4591e3731c08f65bd4014ff1,44,2026-05-03 03:56:35
domain,peck-griffith.com,high,regex,peck-griffith.com,44,2026-05-03 03:56:35
pgp_fingerprint,B8383A2B61A57AE22652F755F55C6B993C34F76B,high,regex,b8383a2b61a57ae22652f755f55c6b993c34f76b,44,2026-05-03 03:56:35
sha256,ff4cc7202e413313ad5757abeadbc12c2cedb6617b939c55d9cea23365a646d0,high,regex,ff4cc7202e413313ad5757abeadbc12c2cedb6617b939c55d9cea23365a646d0,45,2026-05-03 03:56:35
cve_id,CVE-2025-43957,high,regex,CVE-2025-43957,46,2026-05-03 03:56:35
ipv4,181.30.156.121,high,regex,181.30.156.121,46,2026-05-03 03:56:35
ipv4,92.11.6.8,high,regex,92.11.6.8,46,2026-05-03 03:56:35
ipv4,79.26.140.93,high,regex,79.26.140.93,46,2026-05-03 03:56:35
ipv4,220.64.87.220,high,regex,220.64.87.220,46,2026-05-03 03:56:35
bitcoin_address,1Vqu96YUaN972nSmnJGBYufZz6yz1bi2sT,high,regex,1Vqu96YUaN972nSmnJGBYufZz6yz1bi2sT,47,2026-05-03 03:56:35
email,j05huajon35@example.com,high,regex,j05huajon35@example.com,48,2026-05-03 03:56:35
email,b3nd3rk3nn37h@3xampl3.com,high,regex,b3nd3rk3nn37h@3xampl3.com,48,2026-05-03 03:56:35
email,me4dowsbrittany@3x4mple.net,high,regex,me4dowsbrittany@3x4mple.net,48,2026-05-03 03:56:35
email,c0ok3m1cha3l@ex4mple.net,high,regex,c0ok3m1cha3l@ex4mple.net,48,2026-05-03 03:56:35
email,l4n3sar4h@3xample.net,high,regex,l4n3sar4h@3xample.net,48,2026-05-03 03:56:35
bitcoin_address,1Snt3eiwjmy7BdZwV6b2HC6rx3ZFTX3CqC,high,regex,1Snt3eiwjmy7BdZwV6b2HC6rx3ZFTX3CqC,48,2026-05-03 03:56:35
credential_pair,3m4il:p45sw0rd,high,regex,3m4il:p45sw0rd,48,2026-05-03 03:56:35
credential_pair,example.n37:$m!Pi*J16Q,high,regex,example.n37:$m!Pi*J16Q,48,2026-05-03 03:56:35
credential_pair,exampl3.ne7:wrX87n5k(N,high,regex,exampl3.ne7:wrX87n5k(N,48,2026-05-03 03:56:35
credential_pair,j05huajon35@example.com:$^+G+3KkM4,high,regex,j05huajon35@example.com:$^+G+3KkM4,48,2026-05-03 03:56:35
credential_pair,b3nd3rk3nn37h@3xampl3.com:SWX4K#Cx&8,high,regex,b3nd3rk3nn37h@3xampl3.com:SWX4K#Cx&8,48,2026-05-03 03:56:35
credential_pair,me4dowsbrittany@3x4mple.net:!1$GUCinhn,high,regex,me4dowsbrittany@3x4mple.net:!1$GUCinhn,48,2026-05-03 03:56:35
credential_pair,c0ok3m1cha3l@ex4mple.net:w40+YbT4d,high,regex,c0ok3m1cha3l@ex4mple.net:w40+YbT4d,48,2026-05-03 03:56:35
sha256,a4baf4660b93b38cea8dde2124cc2a515b4c544d7d9f138d640d2369e75bc742,high,regex,a4baf4660b93b38cea8dde2124cc2a515b4c544d7d9f138d640d2369e75bc742,49,2026-05-03 03:56:35
cve_id,CVE-2023-34901,high,regex,CVE-2023-34901,49,2026-05-03 03:56:35
email,cody64@example.com,high,regex,cody64@example.com,50,2026-05-03 03:56:35
email,bromero@example.com,high,regex,bromero@example.com,50,2026-05-03 03:56:35
email,lmoore@example.net,high,regex,lmoore@example.net,50,2026-05-03 03:56:35
email,smurray@example.com,high,regex,smurray@example.com,50,2026-05-03 03:56:35
bitcoin_address,1PxEUjb1QzhnNv7bjAvAeivsq7bkE4gVRm,high,regex,1PxEUjb1QzhnNv7bjAvAeivsq7bkE4gVRm,50,2026-05-03 03:56:35
credential_pair,email:password,high,regex,email:password,50,2026-05-03 03:56:35
credential_pair,cody64@example.com:&9EAak)e+T,high,regex,cody64@example.com:&9EAak)e+T,50,2026-05-03 03:56:35
credential_pair,bromero@example.com:%NG_^k*jn2,high,regex,bromero@example.com:%NG_^k*jn2,50,2026-05-03 03:56:35
credential_pair,lmoore@example.net:$Ef2XXko5,high,regex,lmoore@example.net:$Ef2XXko5,50,2026-05-03 03:56:35
sha256,4a662449e5a7025babbb41053efff9b049465f8948ee2582102ddbe439c45e5f,high,regex,4a662449e5a7025babbb41053efff9b049465f8948ee2582102ddbe439c45e5f,51,2026-05-03 03:56:35
sha1,c362ef33f3aaef3b266415f1b6e7a1b3dc472d9f,high,regex,c362ef33f3aaef3b266415f1b6e7a1b3dc472d9f,51,2026-05-03 03:56:35
md5,db859db700a4c26a5128fdcdac57b4ad,high,regex,db859db700a4c26a5128fdcdac57b4ad,51,2026-05-03 03:56:35
domain,fi7zpatrick-hor7on.com,high,regex,fi7zpatrick-hor7on.com,51,2026-05-03 03:56:35
pgp_fingerprint,C362EF33F3AAEF3B266415F1B6E7A1B3DC472D9F,high,regex,c362ef33f3aaef3b266415f1b6e7a1b3dc472d9f,51,2026-05-03 03:56:35
bitcoin_address,bc1q5LPh4DPtRGlPwUkHxZrmWKtAPEW7TNqPLf7nsX,high,regex,bc1q5LPh4DPtRGlPwUkHxZrmWKtAPEW7TNqPLf7nsX,52,2026-05-03 03:56:35
credential_pair,email:pass,high,regex,email:pass,52,2026-05-03 03:56:35
cve_id,CVE-2025-40176,high,regex,CVE-2025-40176,53,2026-05-03 03:56:35
email,lmorrison@jabber.de,high,regex,lmorrison@jabber.de,53,2026-05-03 03:56:35
bitcoin_address,1FQytf4ViXqf8n7WhF2JXfuHqpfc5UkXPW,high,regex,1FQytf4ViXqf8n7WhF2JXfuHqpfc5UkXPW,54,2026-05-03 03:56:35
cve_id,CVE-2022-37876,high,regex,CVE-2022-37876,55,2026-05-03 03:56:35
email,x_patric@jabber.de,high,regex,x_patric@jabber.de,55,2026-05-03 03:56:35
email,null_christ@jabber.de,high,regex,null_christ@jabber.de,58,2026-05-03 03:56:35
sha256,686f16314dcff853e4caaaaa8836c4e2d60dcaa196630398196092aaf09c683e,high,regex,686f16314dcff853e4caaaaa8836c4e2d60dcaa196630398196092aaf09c683e,59,2026-05-03 03:56:35
sha256,04d0777fe3a64864c658f185d9a44c497a3ac8af500168a5b40909e391f196ca,high,regex,04d0777fe3a64864c658f185d9a44c497a3ac8af500168a5b40909e391f196ca,60,2026-05-03 03:56:35
md5,21c4944b9eba52c3280ff9ddc66ab29d,high,regex,21c4944b9eba52c3280ff9ddc66ab29d,60,2026-05-03 03:56:35
email,laura09@example.com,high,regex,laura09@example.com,60,2026-05-03 03:56:35
ipv4,217.151.226.99,high,regex,217.151.226.99,60,2026-05-03 03:56:35
ipv4,165.228.203.40,high,regex,165.228.203.40,60,2026-05-03 03:56:35
ipv4,189.84.76.66,high,regex,189.84.76.66,60,2026-05-03 03:56:35
email,jillrhodes@example.net,high,regex,jillrhodes@example.net,61,2026-05-03 03:56:35
email,er1c51@example.org,high,regex,er1c51@example.org,61,2026-05-03 03:56:35
email,gabri3ll3cameron@example.org,high,regex,gabri3ll3cameron@example.org,61,2026-05-03 03:56:35
bitcoin_address,bc1qqn7P3fybmDblNGnJXaXRuj7tff1KX7F8wGYL1J,high,regex,bc1qqn7P3fybmDblNGnJXaXRuj7tff1KX7F8wGYL1J,61,2026-05-03 03:56:35
credential_pair,3m4il:pa5sw0rd,high,regex,3m4il:pa5sw0rd,61,2026-05-03 03:56:35
credential_pair,jillrhodes@example.net:@49@2Nb4Vl,high,regex,jillrhodes@example.net:@49@2Nb4Vl,61,2026-05-03 03:56:35
credential_pair,er1c51@example.org:&lgLyG5nX1,high,regex,er1c51@example.org:&lgLyG5nX1,61,2026-05-03 03:56:35
credential_pair,3x4mple.0rg:Z3@36vIo0f,high,regex,3x4mple.0rg:Z3@36vIo0f,61,2026-05-03 03:56:35
